episode,local_start,mean_predicted_latent_mse,mean_predicted_block_error_px,terminal_latent_mse,terminal_block_error_px,terminal_block_angle_error_deg,terminal_transition_category
9426,22,0.007023224653676152,3.073901081085205,0.015375172719359398,6.2468414306640625,2.683359384536743,effective_push
9963,53,0.027503455989062786,4.359083443880081,0.05703163146972656,8.645954132080078,2.713313102722168,free_motion
10311,0,0.022089830366894603,9.44553463459015,0.04075545072555542,14.315496444702148,1.5010911226272583,effective_push
10361,69,0.03845946774818003,5.462282240390778,0.11623170226812363,12.2755765914917,5.343000888824463,effective_push
10428,8,0.013086683861911298,3.643467426300049,0.018475383520126343,5.051114082336426,0.06335149705410004,free_motion
10703,95,0.00927995815873146,2.9881661176681518,0.012997309677302837,2.605506181716919,8.763788223266602,free_motion
10796,49,0.031169664394110442,4.266181421279907,0.044283997267484665,3.297391653060913,2.047401189804077,free_motion
10817,98,0.031860445998609065,3.878283953666687,0.050929199904203415,1.9175571203231812,2.3112950325012207,free_motion
10848,48,0.094536058511585,14.493732452392578,0.2532432973384857,22.48933982849121,7.783529758453369,effective_push
10875,25,0.017799698188900946,6.726575040817261,0.018893761560320854,3.7943789958953857,0.2819502055644989,effective_push
11333,22,0.014553258009254933,6.28291802406311,0.01650267466902733,7.484925746917725,1.125123381614685,free_motion
11537,66,0.012303918413817883,7.180977630615234,0.019640261307358742,7.094998836517334,0.9813923239707947,free_motion
11734,63,0.03341285907663405,9.512115573883056,0.08888210356235504,6.731531143188477,4.439698219299316,effective_push
11818,21,0.012772925570607186,4.162146997451782,0.010451994836330414,5.005043029785156,1.0048540830612183,contact_no_motion
11884,20,0.05487692505121231,3.815149712562561,0.05244794487953186,6.478507041931152,1.0327553749084473,free_motion
11970,6,0.006779544893652201,8.313764762878417,0.010400914587080479,5.848477363586426,1.6278492212295532,effective_push
11987,37,0.024952999595552684,3.9111962795257567,0.04717794060707092,3.3521788120269775,0.39188212156295776,free_motion
12054,94,0.022574762906879188,13.524691963195801,0.043632905930280685,15.769514083862305,0.8061808943748474,effective_push
12390,59,0.010808580368757249,2.4447651743888854,0.013811665587127209,3.9284255504608154,0.28940877318382263,free_motion
12518,25,0.036519065871834754,10.106321144104005,0.05594149976968765,7.269888401031494,2.2800674438476562,effective_push
12617,72,0.020224820263683795,16.26855010986328,0.027977406978607178,12.651400566101074,14.132207870483398,free_motion
12678,14,0.04063532915897668,4.536199688911438,0.13025641441345215,5.488610744476318,6.346652984619141,effective_push
12949,43,0.008427407499402762,2.176575708389282,0.014943044632673264,2.030308485031128,0.2341696172952652,effective_push
12988,29,0.06789885126054288,5.692335176467895,0.19496332108974457,9.466248512268066,5.199925422668457,effective_push
13087,65,0.029350691009312868,8.477814292907714,0.07429583370685577,22.718887329101562,5.743574619293213,effective_push
13235,68,0.033044939115643504,5.020646607875824,0.048266008496284485,0.8441702723503113,2.6057753562927246,free_motion
13254,75,0.008483078423887491,5.79576473236084,0.01119818165898323,7.705353260040283,0.9513189792633057,effective_push
13270,75,0.0074131528846919535,6.559590578079224,0.013565714471042156,6.7060394287109375,0.20138129591941833,effective_push
14431,28,0.020502228289842606,12.617281341552735,0.03696674108505249,12.669113159179688,1.0611108541488647,effective_push
14783,32,0.009800507221370935,1.405971109867096,0.015113240107893944,0.2295786738395691,1.4141770601272583,effective_push
14814,26,0.0109457119833678,3.046527087688446,0.015735752880573273,0.7218478322029114,0.571003794670105,contact_no_motion
14968,43,0.016451344080269336,4.050711679458618,0.04424825310707092,5.674060344696045,1.933694839477539,effective_push
15051,98,0.014144256664440035,3.7354812622070312,0.03339396044611931,4.588813304901123,1.9453061819076538,free_motion
15137,25,0.012287554331123829,4.475114202499389,0.018647585064172745,7.679964542388916,2.8279168605804443,free_motion
15146,55,0.03480439335107803,16.022566032409667,0.04545619338750839,18.676362991333008,31.76372718811035,free_motion
15147,50,0.03242885880172253,14.93600287437439,0.046286892145872116,22.67254066467285,4.429691791534424,effective_push
15195,61,0.03856982197612524,6.150554561614991,0.0809578225016594,6.937437534332275,4.668144226074219,effective_push
15290,38,0.013642858434468507,5.592640781402588,0.016667423769831657,4.70165491104126,1.8666462898254395,effective_push
15437,2,0.12618691585958003,3.020463764667511,0.3573220670223236,4.462682247161865,1.2617647647857666,free_motion
15716,19,0.05523882759734988,5.011880147457123,0.16964779794216156,8.729157447814941,7.679400444030762,effective_push
16036,40,0.06845991900190711,2.77581208050251,0.12891066074371338,0.15230800211429596,1.8884892463684082,free_motion
16087,83,0.03700313623994589,8.166080760955811,0.0853181704878807,11.984814643859863,9.92625904083252,effective_push
16201,119,0.11374681442975998,12.174367427825928,0.24714414775371552,25.837810516357422,1.1346993446350098,effective_push
16205,25,0.017989342287182807,5.750582146644592,0.011328820139169693,2.864672899246216,0.9513633847236633,free_motion
16231,105,0.02535476051270962,6.8447010040283205,0.04827374964952469,3.8792996406555176,2.0965402126312256,effective_push
16239,115,0.03440190739929676,8.17091064453125,0.03984644263982773,6.105583190917969,0.43953633308410645,free_motion
16566,5,0.018904286436736584,6.227824020385742,0.04917009919881821,7.011648654937744,6.135388374328613,effective_push
16653,3,0.07572959787212312,11.973924732208252,0.2363804429769516,16.755590438842773,20.45580291748047,effective_push
17449,30,0.028388724010437728,11.055494594573975,0.07990150153636932,15.645344734191895,8.55920124053955,effective_push
17622,58,0.0441939365118742,8.253365325927735,0.0686754435300827,9.40423583984375,1.009747862815857,effective_push
17695,62,0.030402559228241442,6.940153980255127,0.05435025691986084,9.47922134399414,1.3819043636322021,free_motion
17707,45,0.01833698442205787,6.751554107666015,0.04343494400382042,5.286893844604492,2.5806641578674316,effective_push
17734,65,0.050942938216030596,12.087473678588868,0.08796614408493042,16.546024322509766,0.30990275740623474,free_motion
17798,127,0.014885745476931334,3.480248546600342,0.04950239881873131,5.423699378967285,1.1304714679718018,effective_push
17809,54,0.010059350449591876,3.8358476638793944,0.014245225116610527,7.697046279907227,0.022824784740805626,free_motion
17896,99,0.033870639838278295,3.2216933250427244,0.053111933171749115,3.918607234954834,1.2864729166030884,effective_push
17921,84,0.015489957667887211,5.05356798171997,0.03075377643108368,6.287065029144287,3.3135459423065186,free_motion
17937,65,0.023220224492251872,12.434410393238068,0.027034757658839226,33.85327911376953,10.555380821228027,effective_push
17989,36,0.038303034100681546,3.0370469629764556,0.097276471555233,4.571410179138184,0.8169999122619629,effective_push
18072,2,0.017714405502192675,12.346230936050414,0.03220510110259056,24.953123092651367,1.144985556602478,effective_push
18155,23,0.03453005123883486,7.042001438140869,0.09411196410655975,3.5071933269500732,3.498976230621338,effective_push
18284,21,0.013372473418712616,3.704039490222931,0.02402196079492569,6.494113922119141,2.8968300819396973,effective_push
18365,25,0.027095770463347435,6.405831527709961,0.039473213255405426,5.5270843505859375,3.617220401763916,effective_push
18417,55,0.015835679788142442,4.305739378929138,0.03055470809340477,7.39084005355835,0.9129162430763245,contact_no_motion
18432,10,0.011783691681921482,4.185114270448684,0.017096666619181633,0.20628848671913147,2.6133670806884766,free_motion
18617,20,0.03849046975374222,9.431833982467651,0.08398689329624176,12.495532989501953,2.611980438232422,effective_push
